Temperature (°C),Humidity (%),Rainfall (mm),Soil pH,NPK Levels,Vegetable,Yield (kg),Area (sq meters)
24.12139968434072,86.5082601431275,234.02053608427136,5.749842266421549,129.62118921356245,Pumpkin,3325.0737647736582,1402.4878964379384
30.703519227860273,66.37939866360828,88.03697172987913,7.702973092235773,107.81362671299664,Okra,1696.87840486629,993.2650045012447
18.993475643167194,52.94521373965698,278.0574054999,6.260511295337509,72.36346530930749,Groundmelon,2390.4885348969224,1521.1246479560202
25.284688768272233,42.6413343182361,273.1989848974714,7.1359834120764365,53.320874441321884,Pumpkin,2925.1457219676668,1821.913343339044
26.848291377240848,76.30424257419253,213.47528659231435,6.7187556965507,82.82520163815389,Okra,2618.095806534226,1271.4830573630593
15.929008254399955,46.06514990027671,218.05853745015128,6.415757863155847,66.12071059530219,Okra,1476.6925373038741,702.8804198089842
27.150897038028766,55.13875641359836,51.334785492422135,7.113604582958741,167.8167546278359,Okra,2767.819091872137,1524.4796949493536
18.41048247374583,66.62354539419488,296.2178915284005,7.868807451378094,66.8746936720828,Okra,3659.5859483019267,2036.685984279674
16.30103185970559,68.22082938898738,269.4581508939536,5.603174368436554,158.6342355960254,Pumpkin,2255.551669795293,1110.2880932365067
33.977710745066666,70.0291598493568,273.77655643252297,7.797132139707761,107.84880346641239,Pumpkin,3006.7984733062103,1665.2369147597954
34.31264066149119,48.31276651748503,214.81113426271799,7.022704137552534,61.00675846156639,Groundmelon,2847.8028588290144,1169.8558324655216
31.16794696232922,58.98687024108244,136.19673216363412,7.518285751922631,171.90950741473785,Pumpkin,2131.129410563548,1131.994814092241
21.092275383467413,70.85971135584833,273.4121622726202,6.459687383585694,136.944585535492,Okra,2695.8136214416986,1567.5032388609682
16.95344228012768,88.49094323168924,122.87923203779809,6.679607437094035,85.36422692953596,Okra,1630.636101696583,990.6870764143916
28.684660530243136,76.38155688498443,190.6778858355507,7.67212687950291,184.2021761499002,Okra,2638.3217760855623,1237.6561596296624
23.803049874792027,86.1301878546979,74.9327430859706,6.537119924524558,56.788747080582716,Groundmelon,3396.4887714711376,1859.3968044144476
17.440764696895577,78.11060291570885,280.48890753318756,6.836648916872712,80.27294122966444,Pumpkin,3276.843308773799,1940.344229830717
24.903538202225405,69.58584844462003,85.19261444280333,5.550487307710832,162.80703917087914,Pumpkin,2073.863649421215,1167.83732355729
15.687770422304368,49.60116845681723,106.22420143260182,5.896495014595105,156.4066895464834,Pumpkin,1336.2556477195262,739.1278652491934
33.186408041575646,73.33428259462565,189.53353953205374,7.104216269937,93.3907540586717,Okra,3399.8276951195976,1599.2916385795468
20.17559963200034,71.16897829799535,241.0232500532454,7.292442252659693,59.30373130291747,Okra,1795.1172684835683,1071.9156258728583
28.25044568707964,70.12345852286333,204.83782648407472,6.956502341961249,178.71171083374156,Okra,1159.1313016362033,519.1371135009383
21.23422152178822,64.48929339941203,108.03347820003904,5.858275090689027,97.05464571048539,Groundmelon,2335.5788806480086,1294.0339222975654
25.401360423556216,66.43283019946378,50.23576063187258,6.613513571444587,79.35701223923978,Groundmelon,3218.4115886396426,1618.6672356275267
25.934205586865595,56.7221263559052,239.2876450768598,6.387736915907975,127.40927335414656,Okra,3425.480021467563,1589.668650781864
18.69708911051054,65.96563463211515,296.3018314777734,6.739153360087721,186.5340798923671,Groundmelon,3946.6064476658016,1931.1839973444073
34.39169255529117,49.877795283923916,252.4782800765226,7.675822586385236,56.5319866765063,Groundmelon,1568.2230520903706,725.2792178371583
30.50265646722229,80.25871986801883,165.05165453915384,7.43965359664663,164.87061320463317,Groundmelon,1881.3845513815982,1032.25567462604
33.78997883128378,49.28884773493539,275.9418153497767,5.709973753472897,135.87098419080633,Pumpkin,2828.4714954384917,1148.1749530684187
32.89654700855297,44.24831449447332,152.4619182795875,7.725772994436411,113.81736748277254,Groundmelon,3434.0310913480744,1752.9602393869002
26.957999576221702,61.81230131785787,181.23352106086688,6.679417877874559,161.612066615759,Okra,1702.225063727477,934.2958791543701
33.437484700462335,72.91537197530309,169.28244184892083,7.359655362214996,194.87366366624485,Pumpkin,2229.7433511212776,1241.2329362235887
16.76985004103839,61.88584124667707,161.90596816638123,5.8500980781608805,84.38093167440366,Groundmelon,2225.202005357476,1442.4121742308726
18.919657248382904,53.83770659756543,243.79769232347644,7.17679881426762,71.54710476081794,Okra,3318.8101992949632,1519.041232153022
15.90454577821076,67.90855919452204,181.692226817373,6.090815044023644,186.93226178340456,Groundmelon,1722.796617036764,977.4647853427019
21.506606615265287,57.35011677061,129.179280506304,6.595952242852329,150.34296161859555,Okra,3906.275664087783,1588.6077831911161
22.77354579378964,86.64338450633166,114.53954191461958,5.542157175205261,115.6979032342949,Okra,2531.391437906387,1479.960954452668
20.426980635477918,86.1322569801786,59.43682924185835,5.87902659482619,135.98893553964245,Groundmelon,1846.200509815942,909.6863862037314
31.57475018303859,65.11859099860477,195.7987904707615,5.7302012328090495,161.8420857764366,Groundmelon,1852.85217915546,828.8420775511375
22.135066533871786,56.39419970091292,107.49035385025854,6.099360432345646,165.95478480585757,Pumpkin,1054.8999601119115,445.0838161405048
20.618690193747614,76.85662069783196,87.03348050409576,5.750045225060806,187.98412712284468,Groundmelon,3077.2926722688703,1857.7514782289095
25.853921663164968,41.83564717415333,213.45749095691943,7.229775066548905,114.0264183343434,Okra,3327.8449080267933,1338.9566449537515
17.818484499495252,63.738450302182564,220.3023144553872,5.572599755523049,94.01163650290925,Pumpkin,1097.2833187710687,455.9193025384121
31.043939615080795,56.81616971351667,238.0387230644165,7.044351251562495,145.9496400184763,Okra,2757.80361739286,1119.7612031435935
16.491012873595416,86.02679425512773,175.89422408464787,5.851769577063935,112.35918489192954,Okra,3345.0180033112656,1421.7960544394068
34.73773873201034,40.600151363634126,273.5136513009717,7.862903642944742,139.1897680923467,Groundmelon,2128.7201451730066,895.2970077059668
30.444895385933147,67.64074378591745,284.08568834955696,7.832735182774636,112.99786976839252,Okra,2298.224748564069,1095.0033759965386
18.974313630683447,77.03317905333131,251.84273494812234,6.063757756302406,72.94936800172617,Groundmelon,2084.8746997364206,888.9548262822052
15.110442342472048,64.25089937620206,208.89837050204682,7.036053245557573,120.41401274884376,Okra,1946.9521556994218,957.1973301810899
31.309228569096682,44.27015150813608,125.93023839779717,5.570013298681146,153.63767329115493,Pumpkin,2473.425170955762,1213.5238612535443
29.137146876952343,88.62306950139511,295.73623040505527,7.829471357627935,169.8925711501475,Groundmelon,1498.3019803996735,726.4212363354832
29.580143360819747,65.90052156880489,118.53404179798459,6.807468270479275,123.99894151948203,Pumpkin,2322.063043695577,930.1952369651618
30.425406933718914,70.70931221595058,100.66423049760778,5.6080578785444475,74.78568353156014,Groundmelon,3825.4753728166165,2384.3727722837057
16.480893034681806,51.830489135375366,160.53852844664567,6.356249982520343,112.20315644741473,Pumpkin,1082.2062933916397,469.3796017042185
22.169314570885454,64.1749042553402,64.21014267809711,5.692123654653085,167.94408932625475,Groundmelon,1494.2302475590864,842.6209300819027
17.317381190502594,61.45747459791609,294.6236161679477,6.482361098433399,111.92889059256092,Pumpkin,3333.107171939263,1790.8116656497366
32.26206851751187,43.74479210009919,197.1083891041062,7.174815855403308,154.47961904063334,Pumpkin,1396.171269741135,883.3545661170505
27.46596253655116,45.308017677373364,189.2380229160438,6.674724770103599,126.08205225171346,Groundmelon,1813.8426985082365,979.6221553495811
21.617960497052984,81.87362598093873,213.94906997492998,6.459305436798636,86.1834687664095,Groundmelon,2364.516772133067,949.3143505205177
16.27116700572047,51.990997610329515,174.25591194430166,5.797892613851162,169.42257620346115,Okra,3829.4867729233138,2018.63308313434
21.219646434313244,49.74791357493153,58.01587927363539,6.112347614234141,62.632018110603056,Okra,1550.5035619107084,714.620544105966
21.503666440534943,65.24557256250696,203.07782221009919,5.750358219345878,128.73354241327257,Groundmelon,3769.253782012949,2325.6760107496975
29.59212356676128,78.43735656812564,229.04346923910765,7.5187468291416515,81.33365513651074,Groundmelon,3155.5735381385575,1302.6118360177322
27.751149427104263,43.097325928949395,154.18726515601327,5.838099569961806,60.05984428120635,Pumpkin,3013.4347352295163,1294.572319287941
32.744254851526534,68.84039598191279,239.32389301779824,6.988433416372233,125.44009056248733,Pumpkin,3170.627572150096,1680.8763961676327
24.444298503238986,45.960522142028665,106.75032483460515,6.356851033972115,124.93432339023853,Okra,1093.7398569080124,591.70221966293
17.391884918766035,41.82305254128092,105.31914776654601,6.064945961637958,156.03513525135813,Okra,1296.700783208558,671.0774343559766
29.2648957444599,42.63719760811087,90.35424692189349,7.098671098730259,161.71260395778575,Okra,2004.5245862206853,1054.314771290633
30.21570097233795,81.70820541042207,142.99868994729047,6.642505773442352,159.1687233039345,Pumpkin,1221.902599446033,695.0325873098171
26.225543951389923,45.89862418140308,261.75300884727085,6.500363668211397,111.43380993751325,Pumpkin,3962.7691284862663,1590.9328365971055
30.41934359909122,42.2575682206146,256.97801553726606,6.982130012230554,144.7534680839844,Pumpkin,2741.2366244355326,1186.4018650944756
24.875911927287817,61.89499435714561,145.70605199087595,6.728169071225002,136.54178639659403,Okra,2462.031013428952,1392.611924860779
25.45465658763988,82.19967359710124,197.27968399505914,6.258710521378902,113.23426341753793,Groundmelon,3356.5353546971314,1352.5010320677816
23.550820367170992,53.1204188244651,230.2040791187289,6.8976532194131295,139.58190412789898,Okra,3930.877620435969,2593.7310791468913
15.508382534881903,61.085630876295824,110.30169365700574,7.1737464413767364,192.08718150593938,Pumpkin,3865.390000254324,1994.6306383746505
17.157828539866088,41.99612662818756,92.03527147368678,5.566732896467136,78.9340615522066,Okra,3379.1946543660883,1632.8672749941534
15.628583713734685,62.45392570674379,293.02399830307775,6.664679322269189,185.86581436782896,Okra,2131.5227108826293,1386.2781323860002
27.72820822527561,68.88065403185668,204.38932830240464,5.644208211458859,58.018327097479755,Okra,1197.8784747337202,721.1629465238913
21.287119621526536,68.54535268760723,295.35393045841596,5.966013535170278,96.2583819352491,Okra,1295.1309331872435,736.652088294486
25.171413823294056,56.62133460871826,134.4389967830573,6.901271835194933,93.22178729172924,Pumpkin,1003.4570223837625,451.9614419168594
33.15132947852186,55.776659033156776,225.75792499353287,7.665472288163952,143.95476618213587,Okra,1005.7085296745677,412.2189557122518
19.9858445829775,45.331180946829896,105.65090913530943,7.707014197971212,69.68374276659355,Pumpkin,3809.2653968003856,1792.9877554604882
23.207658460712594,58.33991603231342,115.30004281847823,5.674860025346578,182.35214177596305,Okra,3781.050907622497,1833.0931860570195
30.111022770860973,44.97473344364823,177.975530317406,6.547762715716766,174.2827112697562,Pumpkin,3002.6613991144063,1474.2349105819085
19.57596330983245,78.32979723560258,129.9045313770178,6.957516207511378,147.80987295279166,Groundmelon,3180.0301726609073,1718.281677882712
16.53959819657586,88.31371488740929,91.90539096014612,5.867674761375858,118.76207476882966,Pumpkin,2539.625369950113,1091.0382428001005
20.79502905827536,88.50372283333535,115.7201754973315,7.413580541861929,189.94340632131176,Pumpkin,1713.5267682649974,839.6482304450718
18.22442574508009,83.25355496876969,58.93709861646616,7.360588146093097,174.6119832080834,Groundmelon,3743.1551473264276,2163.5444591169316
33.59395304685146,70.03960746698095,226.10590536937164,7.758352534266987,124.89727221218673,Groundmelon,1833.07440207805,1119.892138502225
31.16240759128834,75.043284862194,173.0291642714654,5.521215030208608,155.2810031681467,Groundmelon,3219.0137828489037,1295.1106717834405
27.66807513020847,54.26029013402071,73.5607666011314,6.041710609972506,135.03949282695268,Groundmelon,1736.307054171639,1144.209358678179
32.429211803754356,71.53852100863104,92.92349828212281,7.567966785613304,138.1913357582397,Groundmelon,3610.4452541475334,1483.6795686979226
31.07344153798229,62.78247747199387,75.633634528161,7.176450127067339,99.6464104156207,Groundmelon,2953.7183032764433,1718.9737697922826
18.731401177720716,64.10086698884663,203.1482020689691,7.735974634246227,119.31269069373451,Okra,2928.085061670196,1357.134572030353
32.85117996979956,77.88882801875789,73.55259090312344,5.642949136325666,61.71821461846163,Okra,1292.1017102257597,717.2236370235757
25.786844838313016,54.09591777986258,238.57058325880402,6.992409914291107,103.60230374968887,Groundmelon,2258.406709507605,957.0288774633243
31.14880310328125,55.90198058472599,55.12772983009779,6.922616437234185,154.3742773043228,Pumpkin,2574.725522648798,1259.99237400685
32.92182599846986,86.23208955643183,112.34394699897302,5.589186040901331,192.98240457592794,Pumpkin,1882.10886523333,1146.8876451014346
21.360069499437277,42.811214742548614,272.6666689729768,6.783805192281209,194.45961691445305,Groundmelon,3642.923835500397,2058.3409383224966
17.201038490553536,64.28171492066701,229.6328295305615,7.02380077827481,133.35843036873376,Okra,3513.0098245336653,1929.8873700137176
19.558703250838832,85.64004002039309,68.24208323142193,5.978232935505268,140.99333777143733,Okra,2480.86273702759,1039.7918951825416
23.542155772525128,70.51815039090785,255.28152612129495,6.183323957811657,77.85817782514513,Pumpkin,2020.0936079323446,891.1895573224222
31.36029531844986,67.32035371060661,173.25878038505118,7.1008683657443425,154.2962162140296,Groundmelon,3404.6268160169334,1461.4720803064574
32.21461166512687,52.48720896146776,261.6957567922073,6.670752368999896,60.598818901157934,Okra,1590.6743426237163,1024.7525209390708
15.139042610623815,57.163774453222416,200.18494361259835,7.645034143920817,92.70285286991668,Groundmelon,1214.5489452808984,584.2598335136265
25.214946051551316,82.60242079023465,220.45825800821467,6.355954415022971,150.25450209281632,Groundmelon,1137.1314582158432,455.0023827171283
23.348220062975578,67.96090658842292,298.375390098927,6.166649145970503,96.5465197315234,Pumpkin,1116.0497826940007,488.38174294318753
19.442156209414605,65.737109687839,108.08388648100454,7.9621648508621075,57.477031117168146,Groundmelon,2466.6659694105356,1521.9684571958894
17.397307346673657,44.97898567700145,205.9863936903471,7.777839425325208,174.78056140264457,Groundmelon,1765.9409082980806,810.5040313664334
21.75230342807256,40.801407822756154,165.0803475143496,5.572481862497449,96.54950107018445,Pumpkin,3071.125364085842,1367.7872810619458
33.858194078250385,88.18425943435246,59.862988230672855,7.426821538266415,59.46578372880177,Okra,2961.674722121516,1470.362238804813
21.464058640415104,58.84930836434208,53.617660375716255,5.775836934563007,61.21822467542978,Groundmelon,2626.060021432075,1663.3759528116716
25.37581243486732,70.16065310497521,79.80714445446466,5.568712987073427,87.76381981831304,Pumpkin,2058.529844283889,1341.3359663104654
29.060379177903556,43.98575365936425,212.27293513463704,6.184238789915872,76.70239208322894,Okra,3551.3687349571906,1456.7866962621686
22.27259204758588,74.15571428615232,191.79077197834806,6.173364697652761,166.1450176670226,Groundmelon,3129.1082599001606,1780.4172947485056
34.435641654419214,86.62833543529806,188.35739029093185,7.548296905867412,98.25260700005516,Okra,1814.5783720949757,965.7313213579371
34.24894589884222,68.78326264987098,57.96419063206502,7.276668114857088,170.70436775597489,Pumpkin,2505.06598694053,1091.4000342916918
20.035645916507285,46.30576611877053,167.32574909000175,7.954023568330036,76.07689967347292,Groundmelon,1468.8136264727898,670.9176276398848
24.94497011784771,69.08607637367383,281.15570446063214,7.278782250779546,123.93187693161256,Pumpkin,1986.3288733057216,804.64898028766
21.017566196335395,78.31736065523262,149.39796732766166,6.5456388831401195,153.20557003296932,Pumpkin,3991.420548590601,2505.8527866852137
20.696809887549353,60.32082682870093,206.23061744711407,7.247319152363042,147.79862807987823,Groundmelon,1671.532660801588,757.405335669736
15.737738947090655,83.99188739707338,244.9546689057859,7.998647667966005,140.16941148954032,Pumpkin,3094.9070671544155,1956.042617805367
27.191286679597937,72.43414766786822,245.9813197854719,7.27535470640632,188.72324028967546,Okra,1715.255937331085,1143.3778082028941
25.05358046457723,84.96244591446012,179.82002059881785,7.404203389950796,84.27877215601166,Pumpkin,3814.4036170174345,2354.2355619376235
16.029575024999787,71.17526556236686,264.4879863505841,7.845912537975648,124.05788066931581,Groundmelon,1930.3985349711024,911.9738092395825
20.57292928473223,46.56439860024121,147.84452334093675,5.784128153279209,182.5988825108613,Groundmelon,2040.0672239401279,937.4478544404003
33.165317719333075,55.48458555525946,272.1733036961996,7.261960733619317,61.68406483927356,Okra,2781.5793191985613,1435.031780954251
19.79123781333945,50.08974741262284,110.05679159888632,7.627014894918622,58.38324023796129,Groundmelon,2764.3353133448045,1787.9746999503557
17.897897441824462,85.44132488584312,120.05410174764276,7.885946500552233,84.99534313374372,Pumpkin,2737.2291693915395,1282.6396401456325
24.78905520555126,78.02000336437413,63.280156049750275,6.027423224279248,144.95318293070278,Pumpkin,2719.764005218722,1715.054880942556
34.71300908221201,73.81991844550029,248.89545913557072,6.75982251931061,88.98194396747104,Groundmelon,1936.560681160626,1179.5880005634097
19.84110543023001,55.048315981581084,154.26380905817638,7.201387119111205,78.53598257131985,Okra,2303.230670015625,1144.4194061590758
28.442710948117572,49.202238602510675,107.27915347784976,6.118669323753344,118.82034730374382,Okra,2780.300329422931,1510.7263143388514
30.23239230657435,77.8225543994456,107.94756940414491,7.001182158125685,142.03971031541172,Groundmelon,3013.8103710013474,1533.9378276134923
19.752750879847994,63.707897293953984,275.3499853073083,6.143946956244998,87.28365605251106,Pumpkin,1759.3870405707844,824.0391892122648
29.56432697223719,51.28947760753145,258.47915011525924,6.333642551329119,95.1036780085613,Groundmelon,3104.4251851088225,1870.127726860424
22.355662654385064,70.83109890826375,188.38272133929584,6.603796741277163,142.03389572172708,Groundmelon,3769.82875033791,1575.299669591026
27.64611661187159,42.0166926069226,204.02770010393027,6.8229752468664175,191.8607632984179,Okra,3273.783110031366,1589.6163144427953
27.670594215217896,56.30851270641267,168.58139263757275,6.6234146790628765,151.21125911571323,Pumpkin,1252.698408468165,823.0102771007325
25.71549368149517,63.42784972955673,147.9166357197022,6.7329887994698225,167.435621537684,Okra,2407.378660270063,1131.0462759931227
16.805795401088165,47.397916705470294,278.8692203045829,6.2464718907207315,105.02151421332032,Okra,2305.7915066172236,1174.519280590265
31.70604991178476,89.23272387954198,81.40317588007552,5.897412735056577,90.83815390766992,Pumpkin,2009.5099360547906,912.7335745356228
21.415601299434716,50.45486822948071,154.611697429057,5.618374943317098,118.14016148039337,Pumpkin,2473.96041970901,1083.154115974526
18.730370207997083,46.51765650216328,136.14047699696883,5.989946806229169,171.06992430675103,Pumpkin,2318.9013201996363,950.8195312122564
15.815502831095278,50.17674369434482,174.5376800627871,6.954859103764457,118.44494626858338,Groundmelon,1018.5114315020812,407.6743234807675
26.817858863764837,78.45305665798621,164.40796863629376,7.465288619507831,177.00881131847916,Pumpkin,1709.6658342762098,834.1391780620226
28.55128723684565,61.27528296359214,179.72238291277034,5.923118993607236,198.31579710426905,Groundmelon,1641.346435847042,796.1871381002316
15.331756578557123,68.27079698762691,84.97974430674853,5.7713883944316215,60.80399985955045,Okra,2047.7786237283988,1345.0589585511536
25.24186116598562,41.050457849318036,178.28537537831926,7.373225901373125,56.81152341255555,Pumpkin,1523.370225172915,644.0847466387582
19.529915503958758,41.72156542866573,110.60470347180271,6.262895826343224,72.43845543700428,Groundmelon,1203.4043311345358,787.1983820546711
27.903455808188998,62.29127749135081,96.08283724704782,7.878748598068381,107.65545136015193,Groundmelon,1589.8385651050385,745.4704367446626
18.487328580099827,80.83276216008117,66.20855469654781,7.2857949265259325,69.65633137181486,Groundmelon,3562.560359258395,2228.5822995255326
28.81875476204932,84.26194393537827,240.66313968903523,6.316890118107577,180.5996716428134,Groundmelon,3391.1180225935873,1898.8938948882962
22.734706926010748,44.33532837978201,156.86048021414,6.223856869484262,53.47193765405957,Okra,2326.2885922772343,1418.1836740462636
33.73459977473469,66.91815510505114,206.66092082793958,6.809245965678272,97.36890745037337,Pumpkin,3633.4451019362905,2219.0410265353007
17.750418882919867,85.66148431396353,231.89833582618584,5.697861670695524,77.7041944241308,Pumpkin,1697.9968543623518,1078.3664391367595
21.82132702100517,59.39863771989432,219.82916632838837,5.794191281613248,189.73089952362986,Pumpkin,2752.6274235976953,1514.1947887019905
17.269470424811782,81.47829157141842,167.62517977242055,5.939644703290481,150.4221507335042,Pumpkin,1428.774626639233,742.740949787689
33.49387236557126,46.68478271997181,146.97463223793244,7.4368089832614,186.80453846770618,Pumpkin,3500.202068648169,1781.7509963584525
32.54678706761962,86.76972448338994,143.98997741016592,6.784643398172806,195.849306546559,Pumpkin,1391.7446724755575,717.5021416408158
20.15883255430311,77.57116587656513,210.0121992325141,5.526417806936108,124.56473655160538,Groundmelon,1095.5804769353294,541.377076338026
28.19968092068358,87.06671963934508,173.69858873546835,7.183791318680273,85.14786620720395,Pumpkin,1820.332690204586,771.3970561027633
31.344444004024318,73.83086167762532,262.2830619971277,6.559225446651243,79.0593179294884,Groundmelon,3702.80526804107,1736.941151308886
26.10401623198925,58.17019659997135,268.67549608167803,6.777130912409495,83.43782925287607,Okra,1388.3712457793297,915.0361545903982
25.59301156712013,86.90905862623612,92.64009450162962,6.035290608532339,156.28899614330044,Groundmelon,1992.0108060866187,1190.7158572280969
19.837045818009035,53.77833881545892,84.05841288643141,6.879455570985259,56.06685921845011,Okra,1949.2449790365781,1054.244390889529
16.862055356117985,56.60862610308663,207.60023150899988,7.947883099378721,57.70416095490723,Pumpkin,3404.938822290673,1390.3136191345686
32.944315159066534,75.04042090008701,125.30643701556986,5.683611727514403,141.2214413574725,Okra,2264.576199340074,1435.0204451052866
33.00836114326661,78.26581497626931,54.642679691274715,6.209793499161076,146.308572010611,Okra,2834.7011488440503,1282.6009876770452
27.66202914546536,86.47017419245769,272.16066734073877,6.107493982152074,149.789438648369,Groundmelon,2213.1490174986266,1443.5841969885778
21.780595820974014,50.24012045281047,106.72519181095205,6.121373276877949,105.78207568828869,Groundmelon,2654.3710454106067,1425.1372211986204
21.984191492253217,79.8999017609612,282.32016292145227,6.446765893913443,170.891733307123,Okra,1187.3221720522952,523.0151393734882
29.519113577404788,76.92730266984817,229.3586127195634,7.545274461860419,130.04368815899264,Okra,2122.0883144204045,1150.8512134848568
32.94220519905154,43.18972781267989,240.66337247787106,7.782146724910969,65.81984450141292,Pumpkin,3565.317513219861,1847.044837190716
32.741728485302346,59.36115706051035,100.36537394829011,6.0055377186474335,169.56489606010177,Groundmelon,3073.202689546725,1277.6771728610977
30.597510917152476,54.13827285300493,108.54860640420323,6.857374844870282,192.96016794056874,Okra,3945.48713243986,2519.1961419161257
27.840632923085757,55.22452121770152,180.31693845601643,7.092247430413701,59.0054469503538,Groundmelon,3363.7586121284294,1658.9343157914052
16.682799299900978,89.14734397773503,93.02496316246554,6.804568685909612,108.70270080508699,Pumpkin,2354.529144675322,1261.6449250184178
18.232574281892276,72.1388706739964,126.35792317075807,6.585190985492299,123.12740672521214,Pumpkin,3028.8413730986285,1229.3315305360552
32.97108377054158,75.88380788967498,130.36561948695112,5.979938764648095,71.97061401174754,Okra,3327.741027064867,1450.8243374427275
27.1285811931918,88.83088186575046,89.90748331319102,6.720548397998096,180.15634216743157,Pumpkin,1809.0509797640234,1115.2684046812133
15.183941032332593,58.86008912288193,101.29570834879019,6.503037069278323,92.62244673350659,Okra,1180.0536718467529,486.13698967743784
17.02943085732064,80.0920084226403,247.13796050206415,7.488908406255674,167.451280990724,Groundmelon,2217.541803995645,1295.8885997994973
28.270035382161115,61.72654816522477,91.79896363681709,7.409010897907488,150.6491723042474,Groundmelon,1434.0194863075458,904.8482594559396
15.101231676924375,83.47668359074899,57.11434796098062,5.834996703014177,139.70687337005353,Okra,1831.7233592875057,897.2028745470243
18.216161028349973,49.03287706556516,207.3387356572346,5.721297631407669,78.82142730448317,Okra,3840.5364864224,1717.1073403310368
25.974675787331723,87.38430885321398,293.99577984811253,7.770384858068757,83.10552808263586,Okra,3541.2477796675557,1597.9993042815947
28.837903953853864,50.93858542054399,132.80345365578034,6.838770972411244,57.102260711985394,Groundmelon,2777.391503702981,1365.444908918285
28.03922519005201,56.311025349046574,79.66392579906307,7.644502343206477,86.10686446733996,Groundmelon,2203.7701195971167,1105.9008765009892
19.485386189211198,77.80961170533902,192.5968313418827,5.645377801416003,101.81654141907711,Pumpkin,1792.9910806235544,726.0413886878372
29.24358442695072,59.68775707827034,276.58855277391154,6.816289041304076,174.9717955793638,Pumpkin,2714.3748391560002,1169.7073956057093
19.744981749936002,70.41056883832233,246.0154449571197,6.848566286440591,104.95890000722079,Groundmelon,2599.4807490186777,1182.3130225601578
21.507993963185356,62.22867505347142,205.628967103179,7.651755081355375,163.19326741484096,Groundmelon,3342.342425144599,1971.6374605716007
29.92982810236048,77.1184968544891,128.76412415189986,5.744024995574269,115.91634219432314,Okra,3784.0605662921716,1631.221819005514
27.992657980944294,51.41656261843055,185.47004331905498,6.101113909189773,167.73024679908326,Groundmelon,1986.8119039900569,883.1135699405997
